system,spacing_px,photons_per_emitter,repeat,truth_nm,estimate_nm
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,405.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,0,600.0,400.0
single_double_helix,16,20000.0,0,600.0,400.0
dual_single_helix,16,20000.0,0,500.0,400.0
single_double_helix,16,20000.0,0,500.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,405.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,405.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,1,600.0,400.0
single_double_helix,16,20000.0,1,600.0,400.0
dual_single_helix,16,20000.0,1,500.0,400.0
single_double_helix,16,20000.0,1,500.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,405.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,405.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,2,600.0,400.0
single_double_helix,16,20000.0,2,600.0,400.0
dual_single_helix,16,20000.0,2,500.0,400.0
single_double_helix,16,20000.0,2,500.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,405.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,405.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,3,600.0,400.0
single_double_helix,16,20000.0,3,600.0,400.0
dual_single_helix,16,20000.0,3,500.0,400.0
single_double_helix,16,20000.0,3,500.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,405.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
single_double_helix,16,20000.0,4,500.0,400.0
dual_single_helix,16,20000.0,4,600.0,400.0
single_double_helix,16,20000.0,4,600.0,400.0
dual_single_helix,16,20000.0,4,500.0,400.0
